('운용관리계약과 자산관리계약은 각각 체결해야 합니까?', 'life')
('난방시 실외기에서 물이 떨어지나요?', 'svc')
('실내기 버튼을 눌러도 표시창이 켜지지 않아요.', 'svc')
('거래 비밀번호가 기억나지 않습니다.', 'life')
('배송중인 상품의 위치는 어떻게 확인하나요?', 'shp')
('(난방)희망온도에 도달해도 꺼지지 않아요  멈추지 않아요.', 'svc')
('신용카드 인증 서비스(안심클릭/안전결제)란 무엇인가요?', 'tour')
('롯데닷컴 배송흐름은 어떻게 되나요?', 'shp')
('고객의 성명 or 주민번호가 정정되었습니다.  정정 절차를 알려주십시오.', 'life')
('[공항/기내서비스][기타] 좌석 지정은 요청 가능한가요?', 'tour')
('외국인으로 한글이름이 없어요?', 'tour')
('방카슈랑스 제도에 대해 알려 주십시오.', 'life')
('발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.', 'shp')
('에어컨에서 하수구 냄새가 나요. 사용하지 않아도 냄새가 나요.', 'svc')
('롯데닷컴 배송흐름은 어떻게 되나요?', 'shp')
('종퇴보험으로 퇴직금 운영시 기업의 자체자금으로 선지급하고...', 'life')
('노사합의와 의견청취는 무엇입니까?', 'life')
('퇴직보험금 청구를 한 후 FAX를 보내지 않으면 안됩니까?', 'life')
('확정급여형(DB)제도와 퇴직보험은 비슷해 보이는데 차이점이 있습니까?', 'life')
('IRA기업형에서도 과거근무기간 전체 또는 일부에 대한 소급적용이 가능합니까?', 'life')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('배송중인 상품의 위치는 어떻게 확인하나요?', 'shp')
('G5 충전 시 충전 거치대의 LED는 어떻게 표시되나요', 'svc')
('오늘 자동이체일인데 오늘 자동이체 해지(해약)하면 인출되지 않나요?', 'life')
('배우자(자녀)통장으로 자동이체 신청할 수 있습니까?', 'life')
('발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?', 'shp')
('LG 360 캠은 무엇인가요?', 'svc')
('[카드결제/투어마일리지사용/계좌이체/결제수정 및 문의] 항공권 예약 시 어떤 결제수단을 사', 'tour')
('에어컨을 만지면 전기가 흘러요.', 'svc')
('Bluetooth 헤드셋과 연결하여 음성으로 휴대폰을 사용할 수 있나요?', 'svc')
('에어컨에 코드가 없어요. 코드가 잘렸어요.', 'svc')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('주문한 상품은 언제쯤 받을 수 있나요?', 'shp')
('Always-on display를 사용하면 배터리가 얼마나 더 빨리 소모되나요?', 'svc')
('이달의 무이자할부 카드를 모두 알려주세요!', 'shp')
('고객불만 접수 방법 및 프로세스 안내', 'life')
('기준가격  좌수 등 용어는 무슨 뜻인가요?', 'life')
('[여권/마일리지/체류지정보] 여권 발급 예정인 경우 어떻게 결제를 하죠?', 'tour')
('제상 또는 예열이 뜨면서 난방이 안돼요.', 'svc')
('실손에서 모든 상해가 다 보장되나요?', 'life')
('PIN코드/PUK코드를 입력 하세요 라는 창이 뜨나요.', 'svc')
('실효되고 입원(수술)했었는데 부활할 수 있습니까?', 'life')
('등록된 내 정보를 변경하고 싶어요.', 'shp')
('주문한 상품은 언제쯤 받을 수 있나요?', 'shp')
('스마트폰 설정에서 지문정보를 삭제했더니 지문인증이 오류가 납니다.', 'life')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('「나의 계약」에서 원하는 서비스(메뉴)를 찾는 방법', 'life')
('벽걸이 에어컨은 어떻게 청소 하나요.', 'svc')
('배송이 지연되는 사유가 무엇인가요?', 'shp')
('배송중인 상품의 위치는 어떻게 확인하나요?', 'shp')
('LG V10 동영상 활용백서', 'svc')
('체류지 정보 등록 여부 확인해 주세요?', 'tour')
('10인 미만 기업에서 퇴직연금을 도입할 때  IRA 기업형과 DC제도의 차이점은 무엇입니까?', 'life')
('주문한 상품은 언제쯤 받을 수 있나요?', 'shp')
('유로스타 등 초고속 열차는 사전에 미리 구매해야 하나요?', 'tour')
('금융거래서비스를 이용하고 싶은데 보안카드/OTP 기기가 없습니다.(또는  금융거래회원이 아닙니다.)', 'life')
('메일 및 핸드폰 정보가 변경되어 비밀번호 확인이 안 됩니다.', 'life')
('[유럽]야간 열차를 탈 경우 패스에서 2일 분을 사용하게 되는 건가요?', 'tour')
('[일본] 도쿄에서 오사카 가는데 JR 패스 얼마짜리 이용해야 하나요?', 'tour')
('주문한 상품을 취소하고 싶어요. 어떻게 하면 되나요?', 'shp')
('상품을 직접 방문하여 수령할 수는 없나요?', 'shp')
('에어컨의 월간소비전력은 하루 몇 시간 동안 가동한 수치인가요.', 'svc')
('USIM 카드 비밀번호 설정 방법이 궁금하세요?', 'svc')
('[유럽]유레일 패스는 좌석이 예약되어 있나요?', 'tour')
('연금 수령에 따른 신청 절차 및 관련 제도 안내입니다.', 'life')
('[유럽] 장기간 배낭여행 짐싸는게 너무 어려워요! 어떤걸 가져가야하나요?', 'tour')
('2in1 벽걸이 제품만 냉기가 없어요.', 'svc')
('당사와 타사에 실손보험을 각각 가입했습니다. 중복으로 보장이 되나요?', 'life')
('F1  F2  F3  F4  F5 표시가 떠요.', 'svc')
('펀드와 신탁의 차이점은 무엇입니까?', 'life')
('반품요청 시 기재한 환불계좌를 변경하고 싶어요.', 'shp')
('변액유니버셜보험의 월대체보험료가 뭔가요?', 'life')
('스탠드 에어컨 냉각핀 (냉각기가 아래 부착된 에어컨) 청소 방법이 궁금하세요?', 'svc')
('예약한 항공권의 스케줄을 변경 할 수 있나요?', 'tour')
('실외기에 바람막이 / 가이드를 설치하고 싶어요.', 'svc')
('TAX란 무엇인가요?', 'tour')
('숲속향 /  아로마향 교체 방법을 알려주세요.', 'svc')
('호텔 체크인 시 디파짓(보증금) 지불해야 할까요?', 'tour')
('바람이 나오지 않아요.', 'svc')
('비동반소아는 나이제한이 어떻게 되나요?', 'tour')
('인터파크 우수고객 혜택에 대해 알려주세요.', 'shp')
('[가정용 에어컨] 난방 할 때 실외기가 가동되나요.', 'svc')
('결제카드 또는 할부개월수를 변경하고 싶습니다. 어떻게 해야하나요?', 'tour')
('손자를 보험대상자로 하고 할아버지를 계약자로 하는 교육보험 가입이 가능한가요?', 'life')
('소아. 유아밀 신청은 어떻게 해야하나요?', 'tour')
('대여한 차량은 어떻게 결제하나요?', 'tour')
('에어컨 날개가 닫히지 않아요. 열리지 않아요.', 'svc')
('LG 캠 플러스는 다운받은 카메라 앱에서 사용할 수 있나요?', 'svc')
('상품을 직접 방문하여 수령할 수는 없나요?', 'shp')
('스탠드 에어컨 공기청정용 필터 교체 방법', 'svc')
('[수화물/동승자][기타] 애완동물을 데리고 비행기를 탑승할 수 있나요?', 'tour')
('아이디 또는 비밀번호가 생각나지 않습니다.', 'life')
('이자 납입내역 및 상환 내역을 FAX로 받을 수 있는지 궁금합니다.', 'life')
('(설치 후 처음 사용) 가동 중 멈추면서 NO가 떠요.', 'svc')
('[지중해&유럽] 유럽에서 다양한 국가를 방문하는데 국경 통과마다 입국심사를 하나요?', 'tour')
('공인인증서 비밀번호 입력 후 화면이 진행이 되지 않습니다.', 'life')
('주문한 상품은 언제쯤 받을 수 있나요?', 'shp')
('무료배송 상품 반품 시 판매자가 최초 배송비를 반품 시 동봉하라고 합니다.', 'shp')
('보험금액을 줄이려고 하는데 보험료 차액이 환불되지 않는 이유는?', 'life')
('모두투어 마일리지를 이용해서 예약 및 발권이 가능한가요?', 'tour')
('발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?', 'shp')
('난방이 됐다 안됐다 해요.', 'svc')
('주문한 상품은 언제쯤 받을 수 있나요?', 'shp')
('적립식 펀드에 대해 알고 싶습니다.', 'life')
('결제시한이 예고 없이 변경될 수 있나요?', 'tour')
('휴대폰 결제 방법은 어떻게 되나요?', 'shp')
('배송 받은 상품이 파손되었을 경우 어떻게 해야 하나요?', 'shp')
('실외기에 바람막이 / 가이드를 설치하고 싶어요.', 'svc')
('스케줄이 변경되면 어떻게 알수 있나요?', 'tour')
('휴일에도 상품을 받을수 있나요?', 'shp')
('상품을 직접 방문하여 수령할 수는 없나요?', 'shp')
('휴일에도 상품을 받을수 있나요?', 'shp')
('신탁상품은 중도(해지(해약))가 가능합니까?', 'life')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('장애인 운임 조건이 무엇인가요?', 'tour')
('휴일에도 상품을 받을수 있나요?', 'shp')
('홈페이지를 통해 전화 상담 신청을 했는데 아무런 연락이 없습니다.', 'life')
('통화 중 화면이 안 켜지나요.', 'svc')
('자녀(미성년자)통장으로 자동이체 신청할 수 합니까?', 'life')
('PIN코드/PUK코드를 입력 하세요 라는 창이 뜨나요.', 'svc')
('MY삼성생명 이용절차 안내 입니다.', 'life')
('결제하려고 하는데 요금이 안나옵니다.', 'tour')
('공시수익률과 시간가중 수익률 등이 있는데 차이가 무엇입니까?', 'life')
('여행사에서 항공권을 예약했습니다. 항공사 홈페이지에서는 예약확인이 안 되는 건가요?', 'tour')
('2in1 에어컨 초기 사용시 실외기 소음이 커진 것 같아요.', 'svc')
('고객사랑서비스 대상자에 선정되어 SMS로 서비스신청번호를 받았는데 분실했습니다. 어떻게 신청할 수 있습니까?', 'life')
('임산부를 위한 허니문 추천 여행지', 'tour')
('보험증권을 다시 받고 싶습니다.', 'life')
('[수화물/동승자][기타] 어린이 혼자 비행기 탑승이 가능한가요?', 'tour')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('실내기 버튼이 눌러지지 않아요. CL 표시가 떠요.', 'svc')
('LG 페이를 사용하려면 네트워크 연결이 필요한가요.', 'svc')
('유니버설종신보험 자유납입이 가능하다고 하던데요 자유납입이란?', 'life')
('배송이 지연되는 사유가 무엇인가요?', 'shp')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('레스토랑(Restaurant) - 뷔페', 'tour')
('보험도 예금자보호법에 의해 보호 받을 수 있나요?', 'life')
('실외기는 비를 맞아도 되나요.', 'svc')
('금일 상품(펀드)변경을 했습니다. 적용은 실시간으로 되는 것입니까? 완료 일정은 어떻게 됩니까?', 'life')
('지급예정일을 지정하고 싶습니다.', 'life')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('F1  F2  F3  F4  F5 표시가 떠요.', 'svc')
('탑승 수속은 어떻게 하나요?', 'tour')
('미국 무비자(ESTA)체크 사항 및 기타사항', 'tour')
('알라카르트(A La Carte)', 'tour')
('인솔자 동행 미정이라고 되어있는데 몇 명부터 동행인가요?', 'tour')
('엘지제품에도 오존이 발생하나요.', 'svc')
('카드 발권 시 필요한 절차는 무엇인가요?', 'tour')
('배송이 지연되는 사유가 무엇인가요?', 'shp')
('보안카드 발급은 어떻게 하는 것입니까? 재발급은 어떻게 합니까?', 'life')
('현지 호텔에서 결제 해도 되나요?', 'tour')
('홈페이지를 통한 신용대출 신청절차를 알고 싶습니다.', 'life')
('휴일에도 상품을 받을수 있나요?', 'shp')
('우수고객 등급 선정기준이 어떻게 되나요?', 'shp')
('신탁상품은 예금자보호 대상입니까?', 'life')
('[기타] 중복(이중)예약하면 어떻게 되나여?', 'tour')
('롯데닷컴 배송흐름은 어떻게 되나요?', 'shp')
('배송중인 상품의 위치는 어떻게 확인하나요?', 'shp')
('부동산담보대출 현재 금리가 어떻게 됩니까?', 'life')
('ALL inclusive가 무엇인가요?', 'tour')
('발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?', 'shp')
('발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?', 'shp')
('롯데닷컴 배송흐름은 어떻게 되나요?', 'shp')
('iOS 휴대폰에서 G5로 데이터 이동은 어떻게 하나요?', 'svc')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('[일본]나리타 공항에서 오사카까지 JR로 가는 방법 알려주세요', 'tour')
('배송중인 상품의 위치는 어떻게 확인하나요?', 'shp')
('Wi-Fi 연결은 어떻게 하나요?', 'svc')
('북앤라이프 도서상품권은 어떻게 사용하는 건가요?', 'shp')
('롯데닷컴 배송흐름은 어떻게 되나요?', 'shp')
('(칸/ 위너)필터 청소는 어떻게 하나요.', 'svc')
('바로 확정으로 보이는데 예약이 안되요?', 'tour')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('신탁상품을 해지(해약)하는데 기간이 얼마나 걸리게 됩니까?', 'life')
('원금을 보장이 되는 신탁상품이 있습니까?', 'life')
('태블릿과 휴대폰을 연결하여 사용하시려고 하시나요?', 'svc')
('주문한 상품은 언제쯤 받을 수 있나요?', 'shp')
('V35  G7 화면 해상도는 어떻게 변경하나요.', 'svc')
('퇴직연금제도가 새로 도입되면  기존의 퇴직보험은 어떻게 되나요?', 'life')
('리모컨이 됐다 안됐다 해요.', 'svc')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('업무대행 수수료(발권수수료)는 무엇인가요?', 'tour')
('항공권 발권 후 돌아오는 여정 먼저 사용 할 수 있나요?', 'tour')
('[투어마일리지][사용문의] 가족합산 투어마일리지 사용이 가능한가요?', 'tour')
('좌석 배정은 언제 받을 수 있나요?', 'tour')
('발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.', 'shp')
('보험가입증서(보험증권)를 미수령(분실)하였는데 받아보려면 어떻게 해야 하나요?', 'life')
('예약후 예약확인서를 받지 못했습니다.', 'tour')
('V30에서 고음질 녹음시 배경 음악 없이 원음만 녹음하려면 어떻게 하나요.', 'svc')
('비밀번호를 잊어버린 경우 어떻게 확인 하나요?', 'shp')
('대출 이용한 거래내역이 궁금해요(기간별/일자별)', 'life')
('여행경비는 어느 정도 갖고 가야하나요 ?', 'tour')
('보험기간  납입기간을 변경신청 안내 입니다.', 'life')
('건강검진을 받기 위해 입원하였습니다. 실손보험금 청구를 하였는데 보장이 되나요?', 'life')
('적립식 펀드의 경우 자동이체를 변경할 수 있나요?', 'life')
('카드결제한 금액의 승인을 취소하고 싶은데요?', 'tour')
('휴면회원이 뭐예요? 그리고 해제방법이 어떻게 되나요?', 'shp')
('(폭설) 난방이 약해요. 미지근한 바람이 나와요.', 'svc')
('보험 ARS서비스(1588-1001) 코드 및 이용시간 안내', 'life')
('표시창에 HI 가 떠요.', 'svc')
('렌터카 예약시 특정차량으로 선택할 수 있나요?', 'tour')
('고객 결제시한이 변경될수 있나요?', 'tour')
('퇴실 절차는 어떻게 되나요?', 'tour')
('항공권 결제 후 꼭 티켓번호 확인 해야 하나요?', 'tour')
('예약한 호텔 부대시설이 어떻게 되나요?', 'tour')
('휴일에도 상품을 받을수 있나요?', 'shp')
('비행기탑승할때 귀가 아픈데 좋은방법 없나요?', 'tour')
('구매확정이란 무엇인가요?', 'shp')
('대출만기가 되었는데  만기연장이 가능한가요?', 'life')
('배송중인 상품의 위치는 어떻게 확인하나요?', 'shp')
('발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.', 'shp')
('직항과 경유는 어떻게 다른 건가요?', 'tour')
('객실 이용 팁&에티켓', 'tour')
('해외호텔 예약시 법인카드 결제는 어떻게 하나요?', 'tour')
('부활시에도 자필서명이 필요합니까?', 'life')
('POOL VIEW가 어떤 객실가요?', 'tour')
('벽걸이 에어컨은 어떻게 청소 하나요.', 'svc')
('퇴직보험을 인터넷으로 청구하기 위해서 어떻게 하여야 합니까?', 'life')
('전원을 꺼도 날개가 완전히 닫히지 않아요.', 'svc')
('퇴직연금제도가 도입되면  현행 퇴직금 제도는 없어지는 건가요?', 'life')
('V35의 Sidelight 기능은 무엇인가요.', 'svc')
('1H 표시가 나타나요.(2H  3H  4H  5H  6H  7H)', 'svc')
('국내에서 구입한 에어컨을 해외에서 사용해도 되나요.', 'svc')
('(설치 후 처음 사용) 가동 중 멈추면서  NO가 떠요.', 'svc')
('G7의 AR Stickers 사용 방법을 알려 주세요.', 'svc')
('발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?', 'shp')
('캐시비 앱 동작하기.', 'svc')
('판매자가 모두투어가 아닌 상품은 무엇일까요?', 'tour')
('연금으로 받을 경우 어떤 이익이 있나요?', 'life')
('재해사고란 무엇인지요?', 'life')
('보험계약자 및 피보험자(보험대상자)의 고지의무 위반에 따른 안내 입니다.', 'life')
('자녀(미성년자)계약건은 부모가 신청하면 됩니까?', 'life')
('E-Ticket이 무엇인가요?', 'tour')
('영문 명 & 성별 수정 가능한가요?', 'tour')
('학생요금의 적용 기준은 무엇이고 나이 제한이 따로 있나요?', 'tour')
('USB 케이블 연결 및 충전 중에 LG 캠 플러스는 동작을 하나요?', 'svc')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('G7의 화면 밝기를 100%보다 더 밝게 설정하고 싶어요.', 'svc')
('발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?', 'shp')
('인터넷전용보험(다이렉트)과 일반(FP채널)보험의 차이점은?', 'life')
('Late Trading이란 무엇입니까?', 'life')
('[기타]항공사 마일리지를 이용해서 예약 및 발권이 가능한가요?', 'tour')
('해외항공권 예약시 법인카드 결제는 어떻게 하나요?', 'tour')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('배송이 지연되는 사유가 무엇인가요?', 'shp')
('패키지 상품으로 여행을 갈때 현지 가이드를 지정하고 출발할 수 있나요?', 'tour')
('LG 페이 앱을 설치하고 싶어요.', 'svc')
('연금으로 선택할 수 있는 자격요건이 있나요?', 'life')
('회사 사정상 임의해지는 가능합니까?', 'life')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('상품을 직접 방문하여 수령할 수는 없나요?', 'shp')
('학생요금 적용 시 구비서류는 무엇인가요? 혹 나이 제한도 있나요?', 'tour')
('당일 예약이 가능한가요?', 'tour')
('단독행사로 진행도 가능한가요?', 'tour')
('취소마감일이 지난 예약건을 접수했는데 개런티예약(대기) 는 무슨 뜻인가요?', 'tour')
('알짜항공권 출발미확정. TAX미확정이면 어떻게 하나요?', 'tour')
('타는 냄새가 나요.', 'svc')
('롯데닷컴 배송흐름은 어떻게 되나요?', 'shp')
('호텔 예약했어요. 공항 픽업 신청이 가능할까요?', 'tour')
('청구취소는 어떻게 합니까?', 'life')
('보험대상자 사망시 수익자가 미지정된경우(법정상속인) 상속순위가 어떻게 되는지요?', 'life')
('V35. G7의 HDR10 형식으로 저장 기능은 무엇인가요.', 'svc')
('신혼여행상품 예약은 언제쯤부터 해야하나요?', 'tour')
('공인인증서 암호를 입력했는데 계약이 존재하지 않는다고 나옵니다.', 'life')
('G6 카메라 일반 모드에서 화면 노출을 조절하려면 어떻게 하나요.', 'svc')
('모바일 예약은 어떻게 확인하나요?', 'tour')
('회원가입은 무료입니까?', 'life')
('발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.', 'shp')
('개인연금보험의 소득공제 가능여부를 알려주십시오.', 'life')
('변액보험 펀드변경을 할때 옵션A와 옵션B가 있는데요  차이점이 어떻게 되나요?', 'life')
('실내기 디스플레이에 청정 표시가 깜박거려요.', 'svc')
('On 표시가 나타나요.', 'svc')
('타USIM제한설정해제 입력 이라는 창이 뜨는 건가요', 'svc')
('실외기가 물에 잠겼는데 사용이 가능한가요.', 'svc')
('발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.', 'shp')
('퇴직연금의 급여는 언제 받을 수 있나요?', 'life')
('결제 시 사용한 쿠폰 기 결제한 호텔 취소하고 다른 호텔 결제 시 사용 가능한가요?', 'tour')
('[지중해&유럽] 한국 음식을 가져가도 되나요?', 'tour')
('애완동물 데리고 비행기 탑승 가능한가요?', 'tour')
('투인원 벽걸이만 가동 중인데 실외기가 안돌아 가요.', 'svc')
('퇴실 시간은 연장가능한가요?', 'tour')
('전화로 회원가입/탈퇴/정보 수정이 가능한가요?', 'shp')
('주문한 상품은 언제쯤 받을 수 있나요?', 'shp')
('내장형 배터리와 방수기능 적용으로 발열에 안전한가요.', 'svc')
('필터의 교체시기/구입방법이 궁금해요.', 'svc')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.', 'shp')
('주문 결제는 안전한가요?', 'shp')
('장바구니 담기 후 표시되는 배송비없애기란 무슨 기능인가요?', 'shp')
('약관  청약서부본  보험가입증서(보험증권)을 전달받지 못했어요.', 'life')
('유럽에서 쓰는 화폐(통화)는?', 'tour')
('이자는 왜 공제하고 지급합니까?(의뢰중  추가대출)', 'life')
('생보사에 가입시 은행보다 유리한 점은 무엇입니까?', 'life')
('휴일에도 상품을 받을수 있나요?', 'shp')
('[지중해&유럽] 지중해 유럽 관광상품과는 어떤 차이가 있을까요?', 'tour')
('휴대폰이 물기나 이물질에 노출될 경우 주의 사항이 궁금해요.', 'svc')
('국내선 주말항공은 언제쯤 예약을 해야 좌석을 구입할 수 있나요?', 'tour')
('항공 요금규정은 어디서 확인하나요?', 'tour')
('에어컨에서 [Od] 라는 표시가 나오며 냉방이 안돼요.', 'svc')
('해외 휴대폰을 국내 이동통신사의  3G 네트워크 사용시 설정방법 확인하세요.', 'svc')
('다발성질환은 어떤 질병인가요?', 'life')
('구매확정을 하면 교환/반품을 할 수 없나요?', 'shp')
('확정급여형 퇴직연금에 있어서 사용자가 매년 적립해야 할 의무금액은 얼마인가요?', 'life')
('주문한 상품은 언제쯤 받을 수 있나요?', 'shp')
('[지중해&유럽] 한국의 전자제품을 가져가 사용할 수 있나요?', 'tour')
('태블릿과 휴대폰을 연결하여 사용하시려고 하시나요?', 'svc')
('에어컨 코드가 뜨거워요.', 'svc')
('객실을 미리 배정 받고 싶은데 가능한가요?', 'tour')
('발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.', 'shp')
('배송이 지연되는 사유가 무엇인가요?', 'shp')
('Smart ThinQ 연결이 안돼요. 등록실패가 떠요.', 'svc')
('휴대폰  정품 소모품 구매는 어떻게 하나요.', 'svc')
('남편계약의 보험료를 납입하고  전부 관리하고 있는 배우자(=예금주)에게 입금확인이 불가한 이유가 무엇입니까?', 'life')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('예약을 하면 바로 확정이 되는 건가요?', 'tour')
('휴일에도 상품을 받을수 있나요?', 'shp')
('스케줄의 중간구간이나 리턴편 먼저 사용 할 수 있나요?', 'tour')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('상속포기를 했어요 사망보험금은 받을 수 있습니까?', 'life')
('어린이 혼자 비행기 탑승이 가능한가요?', 'tour')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('펀드의 수익률을 조회하고 싶습니다.', 'life')
('호텔 예약을 했는데 호텔에 숙박할 때 무엇이 필요한가요?', 'tour')
('특가 요금도 추가적으로 개인신분할인이 가능한가요?', 'tour')
('바람 나오는 날개 근처에 물방울이 맺혀요. 한방울씩 떨어져요.', 'svc')
('퇴직연금사업자 선택은 어떤 기준으로 해야 합니까?', 'life')
('특약을 삭제할 경우 그동안 납입한 금액을 돌려 받을 수 있나요?', 'life')
('Wi-Fi 연결이 잘 안돼요.', 'svc')
('보험료납입증명서의 발행방법을 알려 주십시오.', 'life')
('환율고정은 어떻게 하면 되나요?', 'tour')
('인터넷사용제한 인터넷사용잠금설정은 어떻게 하나요.', 'svc')
('발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.', 'shp')
('예약을 했는데 이름이나 출발일  출발 시간 등을 변경 할 수 있나요?', 'tour')
('롯데닷컴 배송흐름은 어떻게 되나요?', 'shp')
('해외 휴대폰으로 국내 이동통신사 개통이 가능한가요?', 'svc')
('UI 5.0(LG home 5.0) 홈 화면 이용 방법', 'svc')
('[기타] NO-SHOW는 무엇인가요?', 'tour')
('휴일에도 상품을 받을수 있나요?', 'shp')
('기업/근로자가 펀드 선택/변경할 때 운용관리기관을 꼭 거쳐야 합니까?', 'life')
('발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.', 'shp')
('IRA는 개인연금 및 확정기여형(DC)제도와 어떻게 다름니까?', 'life')
('에어컨 부품을 택배로 받아볼 수 있나요.', 'svc')
('보험료의 납입을 일시적으로 중단할 수 있는지요?', 'life')
('아동/유아요금과 경로요금은 어떤 기준으로 적용 되나요?', 'tour')
('개인사업자의 대표자는 퇴직연금 가입이 안됩니까?', 'life')
('삼성생명 홈페이지 금융거래서비스에서는 어떤 서비스를 이용할 수 있습니까?', 'life')
('발송완료 알림톡(SMS)을 받았는데  송장 추적이 되지 않아요.', 'shp')
('비회원으로 예약한 항공권 내역을 회원 가입한 아이디로 확인을 할 수 있나요?', 'tour')
('Smart ThinQ 모듈 설치 및 Wifi 연결 방법을 알려주세요.(듀얼/챔피언/칸 & 위너 모델)', 'svc')
('LG Hi-Fi Plus에 이어폰 연결 후 동작은 어떻게 되나요?', 'svc')
('외국인 회원도 일반 가입과 동일하게 가입 가능한데요. 외국인은 따로 인증을 어떻게 진행하나요?', 'shp')
('배송중인 상품의 위치는 어떻게 확인하나요?', 'shp')
('상품을 직접 방문하여 수령할 수는 없나요?', 'shp')
('다이렉트도 평생든든 서비스를 해주시나요?', 'life')
('스파(Spa)', 'tour')
('발송완료 알림톡(SMS) 을 받았는데 상품은 언제쯤 받을 수 있는거예요?', 'shp')
('국내선 항공권의 취소방법과 수수료는 어떻게 되나요?', 'tour')
('에어컨에서 기름이 떨어져요.', 'svc')
('군 미필자입니다. 해외여행 갈 수 있습니까?', 'tour')
('V35 G7 갤러리에서 태그 기능을 어떻게 활용할 수 있나요.', 'svc')
('거래내역조회시 분배금지급 이라고 조회되는 것은 무엇인가요?', 'life')
('[투어마일리지] 투어마일리지란 무엇인가요?', 'tour')
('취소한 상품이 배송되었습니다. 어떻게 하나요?', 'shp')
('버튼을 눌러도 동작하지 않아요.(공기청정 좌우바람 먼지상태 습도 등)', 'svc')
('V35  G7의 DTS:X 3D 입체음향 기능은 무엇인가요.', 'svc')
('[지중해&유럽] 지중해 및 유럽에도 기독교 성지가 있나요?', 'tour')
('LG Bridge(LG 브릿지) 와 휴대폰 연결하여 백업 복원은 어떻게 하나요.', 'svc')
('투인원에어컨을 동시에 가동하면 능력이 떨어지나요.', 'svc')
('[결제시한연장] 결제 시한 연장관련 문의 답변', 'tour')
('항공 업그레이드 또는 호텔 업그레이드가 가능한가요?', 'tour')
('Play스토어에서 어플 다운로드 & 업데이트가 안돼요', 'svc')
('내가 가입한 연금계약의 예상 연금액이 궁금한데 어디서 확인할 수 있나요?', 'life')
('G7 상태 표시줄에 배터리 퍼센트 표시가 보이지 않아요.', 'svc')
('OTG 기능에 대해 알고 싶어요.', 'svc')
('면세점에서 구입한도와 입국시 면세한도는 얼마인가요?', 'tour')
('상품을 받지 못했는데 발송완료로 표시되는 이유가 뭔가요?', 'shp')
('배관을 재사용 할 수 있나요.', 'svc')
('여권번호 & 만료기간 수정 및 등록 어떻게 하나요?', 'tour')
('LG백업에서 NFC로 휴대폰 데이터 받기', 'svc')
('자유여행을 가려하는데요. 조언 좀 해주세요.', 'tour')
('사고보험금 청구 기한은 어떻게 됩니까?', 'life')
('신탁상품은 예금자보호 대상입니까?', 'life')
('[일본] JR패스를 발권 받고 싶습니다만 수령할 시간이 없는데 현지에서 발급되나요?', 'tour')
('예약조회를 하고싶습니다.', 'tour')
('외장 메모리를 장착했는지 확인해 보셨나요?', 'svc')
